English	Field	Amharic 
sample point	St	ናሙና ነጥብ
sample size	St	ናሙና መጠን
sample space	St	ናሙና ስብስብ
sample survey	St	ናሙና ቅንቀና
sampling	Ch	ንሞና
sampling	Em	ንሞና
sampling	St	ንሞና
sampling bias	St	ንሞና ዝበት
sampling distribution	St	ንሞና ስርጭት
sampling fraction	St	ንሞና ክፍልፋይ
sampling frame	St	ንሞና ማእቀፍ
sampling plan	St	ንሞና እቅድ
sampling spoon	Ch	መነሞኛ ማንኪያ
sampling unit	St	ንሞና አሃድ
sanctuary	Bt	ምስካይ
sanctuary	Gg	መናሃሪያ
sand	Ag	አሸዋ
sand	Bc	አሸዋ
sand	Gl	አሸዋ
sand bank	Gg	አሸዋ ቅብር
sandbar	Gg	አሸዋ ደርዞ ደለል
sand beach	Gg	አሸዋ ጥርፍ
sand blast	Gg	ውቅንብል አሸዋ
sand blast	Gl	አሸዋ ፍግፍግ
sand blasting	Em	አሸዋ ጥርግ
sand dune	Gg	አሸዋ ጉብር
sand filter	Gg	አሸዋትልል/አሸዋ አትልል/
sanding	Bc	ማለስለስ
sand paper	Bc	ብርጭቆ ወረቀት
sand spit	Gl	ትፍ አሸዋ
sand stone	Gg	አሸዋ ድንጋይ
sand stone	Gl	አሸዋ ድንጋይ
sand storm	Gg	አሸዋ ቸነፈር
sand storm	Gl	አሸዋ ነጎድጓድ
sandwich	Nu	ሳንደዊች
Sanidine	Gl	ሳኒዲን
sanitation (control)	Ag	ጤና ጽዳት/ቁጥጥር/
sanitation	Me	ጤና አጠባበቅ
sanking	Bc	ገበር
saphire	Gg	ሳፋይር
saponification	Ch	ስሞና
sapping	Gg	መጎደብ
sapropel	Gl	ሳፕሮፔል
saprophite	Gl	ሸፕሬፊት
saprophyte	Ag	ሙታዋሲ
saprophyte	Me	በክት ኗሪ
sap wood	Bt	ገበር እንጨት
sardines	Nu	ሰርዲን
sartorius	Me	ጠምበለል/ጡንቻ/
sash	Bc	ላይታች መስኮት
sash bars	bc	መስተዋት አቃፊ
satellite	Gg	ጭፍሮ
satellite	Py	ሰሳተላይት/ጭፍራ/
satiety	Nu	መጥገብ
saturate(to)	Ch	ማርካት
saturated(adj)	Ch	ርክ/የረካ/
saturated fats	Nu	ጠጣር ቅባት
saturated solution	Ch	ርክ ሙሙት
saturation	Bc	ምምጠት ጥጋብ/መጠጥ ከሚለው/
saturation(colour)	Bc	ጥራት ህብር
saturation	Ch	ርኬት
saturation	Gg	ጥነና
saturation	Py	ጥልቅልቀት
sauce	Nu	ወጣወጥ
sausage	Nu	ቋሊማ
savanna	Bt	ሳርማ
savanna	Gg	ገሶ
savanna parkland	Gg	ገሶ ክላገር/ክልልአገር/
savanna woodland	Gg	ገሶ ዛፋገር/ዛፍ አገር/
saw mill	Gg	መሰንጠቂያ መኪና
saw timber	Gg	መጋዛጠር/መጋዝ አጠና/
sawtooth wave	Em	መጋዝማ ሞገድ
scab	Me	ቅርፊት/የቁስል/
scabbies	Me	እከክ
scaffold	Bc	ድልድል
scalar	Py	እስኬላር
scalar(inner)product	Ma	ቁጥራዊ ብዜት/ውስጣዊ ብዜት/
scald	Me	ንፍረት
scale	Bc	ሚዛን/አመጣጣ/
scale	Em	ማነፃፀሪያ መለኪያ ሚዛን
Scale	Gg	ሚዛን
scale	Ma	መስፈርት
scale	Py	እርከን
scale	St	ሚዛን
scale	Zo	ቅርፍ
scaledrawing	Bc	ምዝን ንድፍ
scalp	Me	የራስ ቆዳ
scalpel	Me	መቅላምት
scan	Em	መቃኘት
scaphoid	Me	ሽልግ
scapula	Me	ብራኳ
scapula	Zo	ብራኳ
scar	Me	ጠባሳ/መዳ/
scarp(escarpment)	Gg	ጭዌ/ቆለቆል
scarp	Gl	ሰርጥ
scarp metal	Gg	ውዳድቄ ብረታ ብረተ
scarp slope	Gg	ሸርተቴ ቆለቆል
scatter	Py	መዝራ
scatter diagram	St	ብትን ግራፍ
scattering	Py	ዝሪት
scavenge	Em	ማስወገድ
scavenger	Bt	በክታንሳ/በክት አንሳ/
scheelite	Gl	ሸሊት
schist	Gl	ውፍርንብብር ድንጋይ
schistocity	Gl	ወንጋዊነት
schistose clerage	Gl	ወንጋዊ ክፍለተ-ገጽ
schistosoma	Me	ሹስቶሶማ
schwarz inequality	Ma	ሸዋርትዝ ተበላላጭነት
sciatic	Me	መንበራዊ
sciatic	Zo	ታፋዊ
sciatic nerve	Zo	ታፋዊ ነርቭ
science of measurment	Py	የልካት ሳይንስ
scion	Ag	ቅምብጥ
scion	Bt	ጥብቂያ ፀደቅ
scissors	Me	መቀስ
sclera	Me	ፅኑእ ልባስ/የአይን
sclera	Zo	ነጭ ድራብ
sclerenchyma	Bt	ቅርፊት ፈጠር
sclerophyll forest	Gg	ቅጠለ ድድርቅጥ ጫካ
scoraceous	Gl	ቀይ አሸዋማ
scoria	Gg	ገሞራር/ገሞራ አር/
scoria	Gl	ቀይ አሸዋ
scraper	Bc	መንጣሪ
scraper	Bc	መፈቅፈቂያ
scratch coat	Bc	ሙሊት ግርፍ
scree	Gg	ነናዳም ቆለቆል
screed	Bc	ውልውል
screeding	Bc	ውልወላ
screen	Py	መጋረጃ
screen grid	Em	አግላይ ወንፊት
screening	Bc	ብጠራ
screw	Bc	ቪቴ
screw	Em	ቪቴ
screw	Py	ቅርንፉድ
screw clamp	Ch	ባለቅርንፉድ ማሰሪያ
Screw driver	Bc	ጠመንጃ መፍቻ
screw stud	Bc	ብሎን ቪቴ
Scriber	Em	ምልክት ማድረጊያ
scribing block	Em	ምልክት ማድረጊያ እንጠብ
scrotum	Ag	ኪሰቆለጥ
scrotum	Me	ማህደረ ቆለጥ
scrotum	Zo	ማህደረ ቆለጥ
scrub	Gg	ችፍርግ
scum	Ch	ሰፈፈ
scurvy	Me	እስከርቪ
scurvy	Nu	እስከርቪ
scutellum	Bt	ክከ ሳር
sea base	Gg	ስንጠ ባህር
sea breeze	Gg	በባህር ለም አየር
sea fish	Nu	ባህር አሳ
seal(n)	Em	ማሸጊያ
sea level	Gg	ባህር ወለል
sea mile (nautical mile)	Gg	ቀላይ ማይል
sea mountain	Gg	ባህር ተራራ
search coil	Py	የፍልገት ጥቅል
season	Gg	ወቅት
seasonal component	St	ወርሃዊ እብር
seasonal isolation	Zo	ክፍለ ዓመታዊ ልይታ
seasonal river	Gg	ወቅታዊ ወንዝ
seasoning of wood	Bc	ድራቂ ግንድ
sea weeds	Gg	ባህራረም /ባህር አረም/
sebaceous gland	Me	አሙካ እጢ
sebaceous gland	Zo	ውዝ እጢ
sebum	Me	አሙካ እጢ
sebum	Zo	ውዝ
secondary	Py	ዳግማይ
secondary activity	Gg	ዳግሜ ተግባር
secondary coil	Py	ዳግማይ ጥቅል
secondary consumer	Bt	ካልአይ ፈጂ
secondary era	Gg	ዳግሜ ዘመን
secondary manufacturing	Gg	ዳግሜ ፍብረካ
secondary Oocyte	Zo	ዳግማዊ እመእንቁላል
secondary plant body	Bt	ካልአይ እፅ አካል
secondary producer	Bt	ካልአይ አምራች
secondary production	Bt	ካልአይ ምርት
secondary radiation	Py	ዳግማይ ጨረራ
secondary road	Gg	መጋቢ መንገድ
Secondary root	Bt	ካልአይ ስር
secondary sexual characterstics	Zo	ኢመሰረታዊ መፍልዔጾታ
Secondary source	St	ዳግማይ/የመረጃ/ ምንጭ
Secondary spermatocyte	Zo	ደግማዊ እመነባዘር
secondary tillage	Ag	እየማ
secondary tuberculosis	Me	ሁለተኛ /ዳግመኛ/ ነቀርሳ
secondary wall	Bt	ካልአይ ግንብ
secondary wave	Py	ደዳግማይ ሞገድ
secondary wood	Bt	ካልአይ እንጨት
secondary derivative test	Ma	ሁለተኛ ልውጥ ፈተና
secondary polar body (secondary polar body)	Zo	ዳጭንግፍት ህዋስ/ዳ ዳግማዊ/
secret nailing (blind nailing: concealed nailing)	Bc	ስውር ምስማር
secretion	Bt	እዠት
secretion	Me	ምንጭት
secretion	Zo	ምንጨት
Secretory	Bt	እዥ
secretory cell	Bt	አዢ ህዋስ
section	Bc	ቁርጥ
section	Em	ከፋይ
section (of a cylinder)	Ma	የቤርሜሎ ቁርጦ
section drawing	Em	ንድፈ ክፋይ
section view	Em	መልከ ክፋይ
sector(economic)	St	ዘርፍ (የኢኮኒሚ)
sector(of a circle)	Ma	ሸብልቅ (የክብ)
sector accounts	St	ዘርፍ ሂሳብ
sedative	me	አራጌ
sedentary farmers	Gg	ርግ ገበሬዎች
sediment	Ch	ዝቅጤ
sediment (to)	ch	ማዝቀጥ
sediment	Gg	ደለል
sediment	Gl	ዝቅጤ
sediment	Me	ዝቃጭ
sedimentary rock	Gl	ዝቅጤ ድንጋይ
sedimentary rocks	Gg	ደለሌ አለቶች
sedimentation	Ch	ዘቀጣ
sedimentation	Gg	ዝቅጠት
sedimentation	Gl	ስነ ዝቅጠት
seed	Ag	ዘር
seed	Bt	ዘር (ለአፅ)
seed	Py	ዘር
seed bed	Ag	(የ) ዘር መደብ
seed borne (disease)	Ag	ዘር ያቆረው (በሽታ)
seed-coat	Ag	ገለፈት
seed dispersal	Bt	ብትነዘር
seed dispersal	Gg	ፍሬ ረጭ
seed extraction	Ag	ዘር ፍልፈላ
seed germination	Ag	ዘር ጉንቆላ
seedling	Ag	ዘር በቀሌ
seedling	Bt	ቡቃያ
seeds	Nu	ዘር
seepage	Gg	መስረግ
segment	Ma	ጉማጅ
segment	Me	ግማጅ
segment(bogy segment)	Zo	አንጓ
segregation	Ag	ዝርዘራ ቀባ
segregation	Zo	ልይይት
segregation of genes (factors)	Zo	ልይይተ በራሂ
seif dunes	Gg	ሰይፍ ጉብሮች
seismic	Py	እንቅጥቃጤያዊ
seismic waves	Gg	እንቅጥቅጥ ሞገድ
seismogram	Gg	ሰሴስሞግራም
seismogram	Py	ስዕለ ርዕደ መድር/ሳይስሞግራም/
seismograph	Gg	እንቅጥቅጥ ፅፍ
seismography	Gg	መዝገበ ርዕደ ምድር
seismology	Py	ስነ እንቅጥቃጤ
seismometer	Py	ስነ ርዕደ ምድር/ይስሞሎጂ/
seizure	Me	እንፍርፍሪት
selection	Ag	መረጣ
selection	Ag	ምርጥ
selection	Zo	ምርጦሽ
selection index	Ag	መረጣ አመልካቾች
selection process	St	ምርጫ ሂደት
selective	Py	ምርጠታዊ
Selective cutting	Gg	ምርጥ ቆረጣ
selectively permeable membrane	Bt	መርጦ አስራጊ ክርታስ
selective reflection	Py	ምርጠታዊ ፅብረቀት
selectivity	Em	ነቃሲነት
selector	Em	ነቃሲነት
selector fork	Em	መምረጫ ጣት
selector rod	Em	መምረጫ ዘንግ
selfed (self pollinated)	Ag	ራስ በራሱ /ራስ በራስጥቅ/
self inductance	Em	ግላዊ አስተጋቦ
self inductance	Py	ራሳዊ ስርፆሽ
self fertilization	Zo	ነጠላዊ ፅንሰት
self ignition (spontaneous ignition)	Em	ግብታዊ ቃሎ
self-locking plIers	Em	ቆለፌ ፒነሳ
self pollination	Ag	በራስ ጥቅዘር
self pollination	Bt	ግለ ርክበብናኝ
self-weighting design	St	አሳኳይ ንድፍ
self-weighting sample	St	አሳኳይ ናሙና
sella turcica	Me	መንበረ አዋይ
selva	Gg	ዶፍጫካ /የደቡብ አሜሪካ/
semen	Ag	ነባዘር/ነብአ ዘር/
semen	Me	ወዘፍ/ወንድ ዘር ፍሳሽ/
semen	Zo	ፍስ
semi circle	Ma	ገሚስ ክብ
semi-circular canal	Zo	ሌቤቻዊ ቦይ
semiconductor	Em	ከፊል አስተላላፊ
semidecidious	Gg	ከፊላርጋፌ እፅዋት
semidesert	Gg	ከፊል በረሃ
semi-group	Ma	ገሚስ ቡድን
semilunar valve	Zo	ደጋኔ ክፍክድ
seminal receptacle	Zo	ውካፈፍስ
seminal vesicle	Zo	ቋተ ፍስ
seminal vesicle	Me	ቋተወዘፍ
seminiferous tubules	Zo	ደቂቅ ቦየቆለጥ
semipermeable	Me	ከፊል አዝላቂ
Semi-permeable membrane	Bt	ከፊል አስራጊ ክርታስ
semi-ring	Ma	ገሚስ ሁስሌሰብ
semolina	Nu	ሶሞሊና
senesce	Bt	ጅጁ
senescence	Bt	መጃጀት
senility	Me	ጅጅታ
sensation	Me	ስሜት
sense organ	Me	የስሜት አባላካል
senses	Me	መስሚያ
sesible heat	Gg	ስም ሙቀት
sensitive	Ch	ትብ
sensitivity	Ch	ትብነት
sensitivity	Em	ተክታ
sensor	Py	ቃኚ
sensory	Me	ስሜታዊ
sensory nerve	Zo	ስሜት ነርቭ
sensory neurons	Zo	ስሜት ህዋስ ነርቭ
sensory receptor	Zo	ስሜት ተቀባይ
sepal	Bt	አበባቃፊ/አበባ አቃፊ/
separable extension	Ma	ተለያየ ዝርገት
separate (to)	Ch	መለያየት
separation	Ch	ልየታ
separation of isotopes	Py	የአይሶቶፖች ልየታ
separatory funnel	Ch	ለዬ ቅል አንገት
sepsis (septicemia)	Me	ሴፕሲስ
septic tank	Bc	ውሃዘል ሰገራ ጉድጓድ
septum	Bt	ምክፈል
septum	Me	አካፋይ
septum	Zo	ከፋሊ
sequelae	Me	ውርዴ
sequence	Ma	ክትትል
sequence	St	ድርድር
sequential	Em	ክትልትሌ
sequential acceptance sampling plan	St	ተከታታይ የቅብል ንሞና እቅድ
sequantial sampling plan	St	ተከታታይ ንሞና እቅደ
sequestrum	Me	ግለላይ
serial correlation	St	ተከተል ተዛምዶ
sericulture	Gg	ሀር እርባታ
series	Ch	ሴሪ
series(connection)	Em	ተከተታታይ/እስር/
series	Ma	ልጥጥቅ
series	Py	ሴሪ
series connection	Py	ሴሪያዊ ትይይዘት
series resonant circuit	Em	ተከታታይ አስተጋቦታዊ ዙር
series winding	Em	ተከታታይ ጥምጥም
serir(reg(erg)	Gg	እርግ
serology	Zo	ስነ እዥ ደም
serosa	Me	ልባስ
serpentine	Gl	ሰርበንቲን
serpentine bends	Gg	ስልክልክ ኩርባዎች
serpentinite	Gl	ሰርበንቴኒት
serum	Me	እዥ
serum	Zo	እዥ
sesame	Nu	ሰሊጥ
sessile	Ag	ግንደ ገጠም
sessile	Bt	ዘንጋልባ /ዘንግ አልባ/
sessile	Me	ጉልች/እብጠት
set	Ma	ስብስብ
set back	Bc	ርቀት
set builder method	Ma	ስብስብ ገንቢ ዘዴ
set builder notation	Ma	ስብስብ ገንቢ ምልክት
set screw	Em	ወሳኝ ቪቴ
set square	Bc	ሴት ስኩዌር
setting out	Bc	ክልል ቅምጥ
setting time	Bc	ጥናቄ ጊዜ
settlement	Bc	ስምጠት /ሰመጠ/
settlement	Gg	ሰፈራ
sewage	Bc	ፍሳሽ
sex	me	ጾታ
sex	Zo	ጾታ
Sex chromosome	Zo	ጾታዊ ሀብለ በራሂ
sex  composition	Gg	ምጥንተ ጾታ
sex determination	Zo	ውሳኔ ጾታ
sex distribution	St	ጾ ስርጭት
sexing	Zo	ጾታ መለየት
sex linked	Zo	ጾታ ትይይዝ
sex linked inheritance	Zo	ጾታ ትይይዝ ውራሴ
sex ratio	Gg	ውድር ጾታ
sextant	Gg	ዘዌ ሜትር
sexual characterstics	zo	መፍልዔ ጾታ
sexual infatation (infatuation)	Ag	ተዋስቦ ቧልት
sexual reproduction	Ag	ሩካባዊ መራቦ
sexual reproduction	Zo	ጾታዊ መራቦ
seynite	Gl	ሳይኒት
shadow	Py	ጥላ
shadow line	Gg	ጠለላ መስመር
shaft	Bc	ጥርት ቁመት
Shaft	Em	ኩላብ
Shaft	Me	ዘንግ አገዳ
shaft and drift mining	Gg	ሾታል ግድሚያ ምእደና
shaker	Ch	መወዝወዣ
shale	Gg	ብሃ/ድንጋይ/
Shale	Gl	ስስ ንብብረ ድንጋይ
shank	Ag	ቅልጥም
Shank	Em	ዘንግ
shape	Bc	ቅርፅ
shape	Gl	ቅርፅ
shaping	Em	ቀረፃ
share	Ma	ድርሻ
Shatter belt	Gg	ስብርስር ቅንት
shear (ing)	Ag	መሸለት
shear(v)	Em	መቀርጠፍ
shear	Py	ፍትገት/ግልፍፈት/
shear deformation	Py	ፍትገታዊ ለውጠ ቅርጽ
shearer	Ag	ሸላች
shearing	Bc	ሽለታ/መሸለት/
shearing of soil	Bc	ሽለታፈር
shearing of strenght	Em	መቀርጠፈ ብርታት
shear stress	Py	የፍትገት ጫና
shear wave	py	ፍትገት ሞገድ
sheath	Ag	ሸለፈቶ
sheat(boot)	Ag	ሽልቅጠል
sheep brain	Nu	በግ አንጎል
sheep-shear	Ag	መሸለቻ
sheet	Bc	ስስዝርግ
sheet erosion	Ag	ግልብ ደርብ
sheet erosion	Gg	ስልል ውስድ
shell	Ag	አቀፍ ዛጎል
shell(botanical)	Bt	ጓንጉል
shell	Ch	ህልቀት
shell	Py	ሼል/ቀፎ/
shell(sea shell)	Zo	ጓንጉል/ትግረኛ
shellac	Bc	ሙሻዘር
shell fish	Nu	ሼል አሳ
shell membrane	Zo	እንቁላል ገበር
shell structure	Py	የሼል መዋቅር/የቀፎ መዋቅር/
shelter belt	Gg	ሽሽግ ቅንት
sheltered gulf	Gg	ሽሽግ ወሽመጥ
shield(to)	Ch	መጋሸት
shield(to)	Em	መከለል
shield (of land)	Gg	ጥንተ መሬት
shield	Py	ከል/ጋሻ/
shielding	Ch	ግሸታ
shielding effect	Ch	ግሸታ ፍትን
shift(no_	Py	ሽግሽግ
shifting cultivation	Ag	ዘማች አርሻ
shifting cultivation	Gg	ፍቅር እርሻ
shift regsiter	Em	አንፏቄ መዝገብ
shigellosis	Me	ሼጌሎስስ
shingle	Gg	ጠጠራጠጠር
shingles	Bc	ጣውላ ክዳን
shizocarp	Bt	ሸሽፍጌ
shoal(of water)	Gg	ጎጥ/የውሃ/
shock	Me	ሾክ
shock	Py	ክውታ
shock	Zo	ንዝረት
shock absorber	Em	ክውታ ሞሳሽ
shock wave	Py	ክውታዊ ሞድ/ ክውታ ሞገድ/
shoot(s)	Ag	ግንጫፍ
shoot	Bt	ግርንጫፍ/ግንድና ቅርንጫፍ
shoot apex	Bt	አናተ-ግርንጫፍ
shooting star	Gg	ጅራታም ኮከብ
shoot system	Ag	ሰራተግንጫፍ
shore	Bc	ድጋፍ /ጊዜያዊ/
shoreline	Gg	በባርዳር መስመር
shoring	Bc	ድጋፌ/ጊዜያዊ /
short circuit	Em	አቋራጭ ዙር
short-day plant(s)	Ag	አጭር ብራንሻ ዕፅ/ዎች/
short-day plant	Bt	አጭር መአልት ዕፅ
short growing season	Gg	አጭርሰብል ወቅት
short horn	Ag	ቀንዳጭሬ /ቀንድ አጭር/
short span	Bc	አጭር አርማድ
short wave	Em	አጭር መሞገድ
shortwave radition	Gg	አጭር ሞድ ጭርር
shoulder	Me	ትከሻ
shoulder(landform)	Gg	ትከሼ /መሬት ቅርፅ/
shovel	Bc	አንሳካፋ/አንሽ አካፋ/
show	Me	እርጠባ
shower	Py	ክፈት
shrinkage	Bc	ጭርመታ
shrinkage limit	Bc	ምጣኔ ጭርምትይ
shrub	Ag	ቁጥቋጦ
shrub	Bt	ችፍርግ
shrubs	Gg	ጅፎች
shunt(n)	Py	ወስካፊ/ቀንጫቢ/
shunt(v)	Py	መወስከፍ/መቀንጨብ/
shunt winding	Em	አቋራጭ ጥምጥም
shunt wound motor	Em	ተጓዳኝ እስር ሞር
shutter	Bc	ግርዶሽ
sial	Gl	ሰሲእል/ሲሊካ አሎሚነም/
sick	Me	ህመምተኛ
sickle	Ag	ማጭድ
sickle	Bc	ማጭድ
sickle-cell	Zo	ማጭዴ ሕዋስ
sickle cell anaemia	Zo	ማጭዴ ህዋስ ሰሀደም
side	Ma	ጎን
side-dressing	Ag	ጎናገል
side reaction	Ch	ኢፈራዊ እፀግብሮት
sidereal	Py	ክዋክባዊ
sidereal time	Py	ከዋክብታዊ ጊዜ
siderite	Gl	ሲደሪት
sidesway	Bc	ዝሞሽ
side-valve engine	Em	ጎነ ክፍክድ ሞተር
side view	Em	ጎነ እይታ
siding	Bc	ሽፋን
sieve	Bc	ወንፊት
sieve	Ch	ወንፊት
sieve(to)	Ch	መንፋት
sieve	Gl	ወንፊት
sieve cell	Bt	ወንፊት ሀዋስ
sieve element	Bt	ወንፊቴ
sieve plate	Bt	ዝርግ ወንፊት
sieve pore	Bt	ወንፊት ብስ
sieve tube	Bt	ወንፊት ቱቦ
sieve tube element	Bt	ወትባካል/ ወንፊት ቱቦ አካል/
sieving	Bc	ውንፈታ
sigh distance	Bc	ዓይን ርቀት
sighing	Me	ማቃተት
sigma notation	Ma	ሲግማ ምልክት
sigmoid colon	Me	ሲግማሰል ደንዳኔ
sign	Ma	ምልክት
sign	Me	ምልክት
signal	Em	ሲግናል
signal conditioning	Em	ሲግናል ማመቻቸት
signal generator	Em	ሰራፂ ምልክት
signuificance	St	ጉልህነት
significant digit (figure)	Ma	ዋነኛ ሆሄ/የቁጥር/
sign of grouping	Ma	የመሰብሰቢያ ምልክቶች
silage	Ag	እጅሎ
silal	Gg	ሲላል
silica gel	Ch	ሲሊካጀል
silicate	Gl	ሲሊኬት
siliceous sinter	Gl	ምንጭ ወለድ ሲሊካ
silicification	Gl	ሲሊካዊ ልውጥ
silk(corn)_	Bt	ጉፍታ
silk(corn)_	Ch	ሃር
silky	Gl	ሀር መሰል
sill(cill)	Bc	ደፍ
sill(cill)	Gg	አግዳሚ ቁርር
sill(cill)	Gl	ትይዩ
sillimanite	Gl	ሲሊማኒት
silo	Ag	ማጅያናስ
silstone	Gl	ደቃቅ አሸዋ ድንጋይ
silt	Ag	መለስተኛ ፈር/መለስተኛ አፈር/
silt	Gg	ልማፈር /ልም አፈር/
silt	Gl	ደቃቅ አሸዋ ድንጋይ
silver	Ch	ብር
silver	Gl	ብር
silviculture	Ag	ርባደን
sima	Gg	ሲማ
sima	Gl	ሲማ /ሲሊካ ማግኒዚየም/
similar	Ma	ምስስል
similar cones	Ma	ምስስል ኮኖች
similar cylinders	Ma	ምስስል በርሜሎዎች
similarity	Ma	ምስስልነት
simmoon	Gg	ውቅንብል ነፍስ
simple	Py	ቀላል
simple aggregate	St	ተራ ጥርቅም
simple closed curve	Ma	ቀላል ዝግ ኩርባ
simple curve	Bc	ቅን ጥምዝ
simple event	St	ነጠላ ኩነት
simple eye	Zo	ነጠላ ዓይን
simple fruit	Bt	ነጠላ ፍሬ
simple group	Ma	ነጠላ ቡድን
simple harmonic motion	Py	ቀላል ህብራዊ እንቅሳሴ
simple interest	Ma	ነጠላ ወለድ
simple leaf	Bt	ነጠላ ቅጠል
simple machine	Py	ቀላል መኪና
simple microscope	Bt	ነጠላ ማይክሮስኮፕ
simple microscope	Py	ቀላል መሚክሮስኮፕ
simple pendulum	Py	ቀላል ዠውዣዌ
simple polygon	Ma	ቀላል ጎነ ብዙ
simple plyhedron	Ma	ቀላል ገፀ ብዙ
simple region	Ma	ቀላል ክልል
simple ring	Ma	ነጠላ ሁስሌሰብ
simulate	Em	መኳሸት
simulate	Py	መስመሰል
simultaneity	Py	እብረትነት /አብሮነት/
simultaneous	Py	እብረታዊ /አብሯዊ/
simultaneous equation	Ma	ጣምራ እኩልታ
simultaneous inequalities	Ma	ጣምራ ተበላላጭ
simultaneous linear equation	Ma	ጣምራ አንዳዊ እኩልታ
sine series	Ma	ሳይን ልጥጥቅ
sine wave	Py	ሳይን ሞገድ
single acceptance sampling plan	St	ነጠላ ቅብል ንሞና እቅድ
single acting engine	Em	አንድ አቅጣ ሞተር
single bond	Ch	ነጠላ እስስር
single circulation	Zo	ነጠላ ዘውር
single cross	Ag	ነጠላ ድቅል
single phase	Em	ነጠላ ገች
single sampling plan	St	/የ/ ንሞና እቅድ
single slit diffraction	Py	ነጠላ ብጣት ውልግደት
singular matrix	Ma	ዜሮ ዋጋ ድርድር
sinistral	Gl	ግራዮሽ
sinistral fault	Gl	ግራሽ ዝንፈት
sink	Bc	ወጥቤት ገንዳ
sink	Ch	ማውረጃ /አስጥም/
sink	Py	አጋቦስ
sinkhole	Gl	ስርጉድ
sinkhole or swallowhole	Gg	ስጥሜ ጉድጓድ/ፊናቋ/
sinter	Gl	ምንጭ ወለድ ሲሊካ
sintered glass filter	Ch	ፍርግርግ መስታወት ማጣሪያ
sintering	Em	መጋገር
sinus	Me	ሽልቋ
sinus	Zo	ቋሬ /ማቋሪያ/
sinusoidal  wave	Em	ሳይናዊ ሞገድ
sinus venosus	Zo	ቋሬ ደምመላሽ
siphon	Ch	አሸንዳ
